973020100L-11,11,Route de Baduel,97300,Cayenne,OSM,4.928132758820000,-52.300867735300002
973020100L-1,1,Route de Baduel,97300,Cayenne,OSM,4.927981630770000,-52.302087823100003
973020100L-15,15,Route de Baduel,97300,Cayenne,OSM,4.928816023530000,-52.301067258800003
973020100L-18,18,Route de Baduel,97300,Cayenne,OSM,4.928211688240000,-52.301230699999998
973020100L-2,2,Route de Baduel,97300,Cayenne,OSM,4.927952169230000,-52.301871815399998
973020100L-3,3,Route de Baduel,97300,Cayenne,OSM,4.927925500000000,-52.301658476900002
973020100L-4,4,Route de Baduel,97300,Cayenne,OSM,4.927862517650000,-52.301427188200002
973020100L-5,5,Route de Baduel,97300,Cayenne,OSM,4.927995152940000,-52.301256076500003
973020100L-6,6,Route de Baduel,97300,Cayenne,OSM,4.927888876920000,-52.300909815399997
973020100L-7,7,Route de Baduel,97300,Cayenne,OSM,4.927771492310000,-52.300812753800002
973020100L-8,8,Route de Baduel,97300,Cayenne,OSM,4.927460317650000,-52.300807900000002
973020100L-9,9,Route de Baduel,97300,Cayenne,OSM,4.927461882350000,-52.301262470600001
973020194N-1,1,Rue des Dalhias,97300,Cayenne,OSM,4.922508220000000,-52.320986320000003
973020194N-6,6,Rue des Dalhias,97300,Cayenne,OSM,4.922274530770000,-52.320853000000000
973020194N-8,8,Rue des Dalhias,97300,Cayenne,OSM,4.922189960000000,-52.320701260000000
973020304H-12,12,Avenue des Flamboyants,97300,Cayenne,OSM,4.922183980000000,-52.321328600000001
973020304H-14,14,Avenue des Flamboyants,97300,Cayenne,OSM,4.922232920000000,-52.321226639999999
973020304H-16,16,Avenue des Flamboyants,97300,Cayenne,OSM,4.922277620000000,-52.321180839999997
973020304H-18,18,Avenue des Flamboyants,97300,Cayenne,OSM,4.922368880000000,-52.321057160000002
973020304H-20,20,Avenue des Flamboyants,97300,Cayenne,OSM,4.922622260000000,-52.320966480000003
973020304H-22,22,Avenue des Flamboyants,97300,Cayenne,OSM,4.922681840000000,-52.320916720000000
973020304H-24,24,Avenue des Flamboyants,97300,Cayenne,OSM,4.922765920000000,-52.320864680000000
973020304H-28,28,Avenue des Flamboyants,97300,Cayenne,OSM,4.922918720000000,-52.320664819999998
973020304H-30,30,Avenue des Flamboyants,97300,Cayenne,OSM,4.923084677780000,-52.320519388900003
973020400M-375,375,Chemin Grant,97300,Cayenne,OSM,4.948862920000000,-52.302382100000003
973020430V-16,16,Avenue Gustave Charlery,97300,Cayenne,OSM,4.942916140000000,-52.319006979999997
973020480Z-65,65,Rue Justin Catayée,97300,Cayenne,OSM,4.938058100000000,-52.330184400000000
973020490K-64,64,Rue Lallouette,97300,Cayenne,OSM,4.940747500000000,-52.328667000000003
973020490K-65,65,Rue Lallouette,97300,Cayenne,OSM,4.940750400000000,-52.328585300000000
973020490K-82,82,Rue Lallouette,97300,Cayenne,OSM,4.940830122220000,-52.327864688900000
973020590U-1,1,Rue Louis Blanc,97300,Cayenne,OSM,4.938455535710000,-52.335508235699997
973020630M-1315,1315,Route de la Madeleine,97300,Cayenne,OSM,4.921731757140000,-52.322327271399999
973020630M-1333,1333,Route de la Madeleine,97300,Cayenne,OSM,4.921521100000000,-52.322100599999999
973020755Y-13,13,Rue des Orchidées,97300,Cayenne,OSM,4.922859300000000,-52.320013299999999
973020755Y-28,28,Rue des Orchidées,97300,Cayenne,OSM,4.923167700000000,-52.320260099999999
973020817R-43,43,Rue des  Ramiers,97300,Cayenne,OSM,4.926489700000000,-52.321331200000003
973020830E-10ODER8,10ODER8,Rue de Rémire,97300,Cayenne,OSM,4.937950200000000,-52.334810300000001
973020884N-12,12,Rue des Rosiers,97300,Cayenne,OSM,4.921536285710000,-52.320894457100003
973020884N-13,13,Rue des Rosiers,97300,Cayenne,OSM,4.921866988890000,-52.320793199999997
973020884N-15,15,Rue des Rosiers,97300,Cayenne,OSM,4.921959880000000,-52.320625139999997
973020884N-5,5,Rue des Rosiers,97300,Cayenne,OSM,4.921660200000000,-52.321322379999998
973020952M-560,560,Chemin Source de Baduel,97300,Cayenne,OSM,4.928484300000000,-52.309553528599999
973020976N-7,7,Rue des Toucans,97300,Cayenne,OSM,4.927899200000000,-52.322871999999997
973020976N-8,8,Rue des Toucans,97300,Cayenne,OSM,4.927733200000000,-52.322812599999999
973021185R-1,1,Allée Irmis,97300,Cayenne,OSM,4.940047709090000,-52.302610299999998
973040016L-10,10,Rue des Alizés,97310,Kourou,OSM,5.161781260000000,-52.643518020000002
973040016L-12,12,Rue des Alizés,97310,Kourou,OSM,5.161840280000000,-52.643662999999997
973040016L-13,13,Rue des Alizés,97310,Kourou,OSM,5.161995380000000,-52.643769140000003
973040016L-3,3,Rue des Alizés,97310,Kourou,OSM,5.161841720000000,-52.644128600000002
973040016L-4,4,Rue des Alizés,97310,Kourou,OSM,5.161635800000000,-52.644063600000003
973040016L-5,5,Rue des Alizés,97310,Kourou,OSM,5.161473340000000,-52.643891680000003
973040016L-6,6,Rue des Alizés,97310,Kourou,OSM,5.161322960000000,-52.643747400000002
973040016L-7,7,Rue des Alizés,97310,Kourou,OSM,5.161491060000000,-52.643635119999999
973040016L-8,8,Rue des Alizés,97310,Kourou,OSM,5.161693260000000,-52.643852199999998
973040016L-9,9,Rue des Alizés,97310,Kourou,OSM,5.161637780000000,-52.643452539999998
973040022T-1,1,Rue Amarante,97310,Kourou,OSM,5.156450420000000,-52.639792960000001
973040022T-13,13,Rue Amarante,97310,Kourou,OSM,5.156448980000000,-52.640223400000004
973040022T-14,14,Rue Amarante,97310,Kourou,OSM,5.156551420000000,-52.640149680000000
973040022T-15,15,Rue Amarante,97310,Kourou,OSM,5.156655460000000,-52.640038480000001
973040022T-16,16,Rue Amarante,97310,Kourou,OSM,5.156742740000000,-52.639962140000002
973040022T-3,3,Rue Amarante,97310,Kourou,OSM,5.156372700000000,-52.639854999999997
973040022T-5,5,Rue Amarante,97310,Kourou,OSM,5.156296640000000,-52.639926799999998
973040022T-7,7,Rue Amarante,97310,Kourou,OSM,5.156221040000000,-52.640008680000001
973040024V-4,4,Place des Amériques,97310,Kourou,OSM,5.154514300000000,-52.654213400000003
973040062L-1,1,Rue de la Montagne d'Argent,97310,Kourou,OSM,5.176467140000000,-52.651898340000002
973040062L-3,3,Rue de la Montagne d'Argent,97310,Kourou,OSM,5.176603940000000,-52.652050500000001
973040062L-5,5,Rue de la Montagne d'Argent,97310,Kourou,OSM,5.176707780000000,-52.652147759999998
973040062L-7,7,Rue de la Montagne d'Argent,97310,Kourou,OSM,5.176831260000000,-52.652269500000003
973040063M-11,11,Rue Jocelyn Auprat,97310,Kourou,OSM,5.153905680000000,-52.649852279999998
973040063M-1,1,Rue Jocelyn Auprat,97310,Kourou,OSM,5.154977120000000,-52.649656980000003
973040063M-12,12,Rue Jocelyn Auprat,97310,Kourou,OSM,5.153807400000000,-52.650221860000002
973040063M-13,13,Rue Jocelyn Auprat,97310,Kourou,OSM,5.153747780000000,-52.649902519999998
973040063M-14,14,Rue Jocelyn Auprat,97310,Kourou,OSM,5.153656580000000,-52.650257619999998
973040063M-15,15,Rue Jocelyn Auprat,97310,Kourou,OSM,5.153580180000000,-52.649902519999998
973040063M-2,2,Rue Jocelyn Auprat,97310,Kourou,OSM,5.154980680000000,-52.650063359999997
973040063M-8,8,Rue Jocelyn Auprat,97310,Kourou,OSM,5.154285840000000,-52.650171039999996
973040065P-16,16,Rue des Awaras,97310,Kourou,OSM,5.161949940000000,-52.643240620000000
973040065P-17,17,Rue des Awaras,97310,Kourou,OSM,5.162182600000000,-52.643516360000000
973040065P-18,18,Rue des Awaras,97310,Kourou,OSM,5.162068700000000,-52.643102419999998
973040065P-19,19,Rue des Awaras,97310,Kourou,OSM,5.162344900000000,-52.643371080000001
973040065P-20,20,Rue des Awaras,97310,Kourou,OSM,5.162208820000000,-52.642954500000002
973040065P-21,21,Rue des Awaras,97310,Kourou,OSM,5.162469380000000,-52.643237319999997
973040066R-11,11,Rue Abel Azor,97310,Kourou,OSM,5.164194900000000,-52.642518199999998
973040066R-1,1,Rue Abel Azor,97310,Kourou,OSM,5.164324800000000,-52.642386799999997
973040066R-13,13,Rue Abel Azor,97310,Kourou,OSM,5.164168900000000,-52.642544500000000
973040066R-15,15,Rue Abel Azor,97310,Kourou,OSM,5.164142900000000,-52.642570800000001
973040066R-17,17,Rue Abel Azor,97310,Kourou,OSM,5.164116900000000,-52.642597100000003
973040066R-19,19,Rue Abel Azor,97310,Kourou,OSM,5.164090900000000,-52.642623399999998
973040066R-21,21,Rue Abel Azor,97310,Kourou,OSM,5.164064900000000,-52.642649599999999
973040066R-23,23,Rue Abel Azor,97310,Kourou,OSM,5.164038900000000,-52.642675900000000
973040066R-25,25,Rue Abel Azor,97310,Kourou,OSM,5.164012900000000,-52.642702200000002
973040066R-27,27,Rue Abel Azor,97310,Kourou,OSM,5.163986900000000,-52.642728499999997
973040066R-29,29,Rue Abel Azor,97310,Kourou,OSM,5.163960900000000,-52.642754799999999
973040066R-31,31,Rue Abel Azor,97310,Kourou,OSM,5.163934900000000,-52.642781100000001
973040066R-33,33,Rue Abel Azor,97310,Kourou,OSM,5.163908900000000,-52.642807400000002
973040066R-3,3,Rue Abel Azor,97310,Kourou,OSM,5.164298800000000,-52.642413099999999
973040066R-35,35,Rue Abel Azor,97310,Kourou,OSM,5.163882900000000,-52.642833600000003
973040066R-4,4,Rue Abel Azor,97310,Kourou,OSM,5.164276900000000,-52.642637700000002
973040066R-5,5,Rue Abel Azor,97310,Kourou,OSM,5.164272900000000,-52.642439400000001
973040066R-6,6,Rue Abel Azor,97310,Kourou,OSM,5.164191400000000,-52.642717599999997
973040066R-7,7,Rue Abel Azor,97310,Kourou,OSM,5.164246900000000,-52.642465700000002
973040066R-9,9,Rue Abel Azor,97310,Kourou,OSM,5.164220900000000,-52.642491900000003
973040079E-10,10,Rue Jules Bayonne,97310,Kourou,OSM,5.154858120000000,-52.650902279999997
973040079E-11,11,Rue Jules Bayonne,97310,Kourou,OSM,5.154542600000000,-52.650830599999999
973040079E-1,1,Rue Jules Bayonne,97310,Kourou,OSM,5.154489740000000,-52.650158619999999
973040079E-12,12,Rue Jules Bayonne,97310,Kourou,OSM,5.154891611110000,-52.651098911100000
973040079E-13,13,Rue Jules Bayonne,97310,Kourou,OSM,5.154543160000000,-52.650877600000001
