900010003F-1,1,Rue des Balastières,90400,Andelnans,C+O,47.602108,6.866262
900010003F-2,2,Rue des Balastières,90400,Andelnans,C+O,47.602459,6.866298
900010003F-3,3,Rue des Balastières,90400,Andelnans,C+O,47.602406,6.865512
900010003F-4,4,Rue des Balastières,90400,Andelnans,C+O,47.602674,6.865203
900010003F-5,5,Rue des Balastières,90400,Andelnans,C+O,47.602954,6.864985
900010003F-6,6,Rue des Balastières,90400,Andelnans,C+O,47.602742,6.865719
900010003F-7,7,Rue des Balastières,90400,Andelnans,C+O,47.602777,6.866189
900010005H-1,1,Rue des Champs,90400,Andelnans,OSM,47.602039,6.868762
900010005H-2,2,Rue des Champs,90400,Andelnans,OSM,47.601563,6.867917
900010005H-2B,2BIS,Rue des Champs,90400,Andelnans,C+O,47.601635,6.867885
900010005H-3,3,Rue des Champs,90400,Andelnans,OSM,47.602099,6.869244
900010005H-4,4,Rue des Champs,90400,Andelnans,OSM,47.601664,6.868600
900010005H-5,5,Rue des Champs,90400,Andelnans,OSM,47.602060,6.871122
900010005H-6,6,Rue des Champs,90400,Andelnans,OSM,47.601807,6.869285
900010008L-10,10,Rue de Danjoutin,90400,Andelnans,C+O,47.604248,6.867925
900010008L-11,11,Rue de Danjoutin,90400,Andelnans,C+O,47.605521,6.868207
900010008L-1,1,Rue de Danjoutin,90400,Andelnans,C+O,47.602850,6.867756
900010008L-12,12,Rue de Danjoutin,90400,Andelnans,C+O,47.604798,6.868138
900010008L-13,13,Rue de Danjoutin,90400,Andelnans,C+O,47.605989,6.868042
900010008L-14,14,Rue de Danjoutin,90400,Andelnans,C+O,47.605001,6.868176
900010008L-15,15,Rue de Danjoutin,90400,Andelnans,C+O,47.606497,6.868505
900010008L-16,16,Rue de Danjoutin,90400,Andelnans,C+O,47.605116,6.868202
900010008L-17,17,Rue de Danjoutin,90400,Andelnans,C+O,47.606680,6.868481
900010008L-18,18,Rue de Danjoutin,90400,Andelnans,C+O,47.607778,6.868126
900010008L-19,19,Rue de Danjoutin,90400,Andelnans,C+O,47.607449,6.868257
900010008L-20,20,Rue de Danjoutin,90400,Andelnans,C+O,47.608153,6.867886
900010008L-21,21,Rue de Danjoutin,90400,Andelnans,C+O,47.608266,6.867727
900010008L-21B,21BIS,Rue de Danjoutin,90400,Andelnans,C+O,47.608426,6.867736
900010008L-2,2,Rue de Danjoutin,90400,Andelnans,C+O,47.603239,6.867539
900010008L-23,23,Rue de Danjoutin,90400,Andelnans,C+O,47.608612,6.867751
900010008L-25,25,Rue de Danjoutin,90400,Andelnans,C+O,47.608820,6.867724
900010008L-27,27,Rue de Danjoutin,90400,Andelnans,C+O,47.609083,6.867616
900010008L-29,29,Rue de Danjoutin,90400,Andelnans,C+O,47.609458,6.867488
900010008L-31,31,Rue de Danjoutin,90400,Andelnans,C+O,47.609781,6.867334
900010008L-3,3,Rue de Danjoutin,90400,Andelnans,C+O,47.603061,6.867603
900010008L-4,4,Rue de Danjoutin,90400,Andelnans,C+O,47.603513,6.867493
900010008L-5,5,Rue de Danjoutin,90400,Andelnans,C+O,47.604848,6.868095
900010008L-6,6,Rue de Danjoutin,90400,Andelnans,C+O,47.603402,6.867480
900010008L-7,7,Rue de Danjoutin,90400,Andelnans,C+O,47.605183,6.868160
900010008L-8,8,Rue de Danjoutin,90400,Andelnans,C+O,47.603942,6.867724
900010008L-9,9,Rue de Danjoutin,90400,Andelnans,C+O,47.605341,6.868166
900010009M-1,1,Rue des Étangs,90400,Andelnans,C+O,47.601367,6.864156
900010009M-1B,1BIS,Rue des Étangs,90400,Andelnans,C+O,47.601774,6.864067
900010009M-2,2,Rue des Étangs,90400,Andelnans,C+O,47.602579,6.864348
900010009M-2B,2BIS,Rue des Étangs,90400,Andelnans,C+O,47.602253,6.864717
900010009M-3,3,Rue des Étangs,90400,Andelnans,C+O,47.602659,6.864673
