090430032U-4B,4BIS,Avenue Foncirgue,09600,La Bastide-sur-l'Hers,OSM,42.954773,1.908391
091940115C-1,1,Cours du Maréchal de Mirepoix,09500,Mirepoix,CAD,43.090315,1.872109
091940115C-12,12,Cours du Maréchal de Mirepoix,09500,Mirepoix,CAD,43.089161,1.871932
091940115C-13,13,Cours du Maréchal de Mirepoix,09500,Mirepoix,CAD,43.088081,1.872197
091940115C-14,14,Cours du Maréchal de Mirepoix,09500,Mirepoix,CAD,43.089066,1.871931
091940115C-14B,14BIS,Cours du Maréchal de Mirepoix,09500,Mirepoix,CAD,43.088958,1.871931
091940115C-16,16,Cours du Maréchal de Mirepoix,09500,Mirepoix,CAD,43.088883,1.871930
091940115C-18,18,Cours du Maréchal de Mirepoix,09500,Mirepoix,CAD,43.088779,1.871929
091940115C-20,20,Cours du Maréchal de Mirepoix,09500,Mirepoix,CAD,43.088731,1.871929
091940115C-22,22,Cours du Maréchal de Mirepoix,09500,Mirepoix,CAD,43.088688,1.871929
091940115C-2,2,Cours du Maréchal de Mirepoix,09500,Mirepoix,CAD,43.089702,1.871765
091940115C-230,230,Cours du Maréchal de Mirepoix,09500,Mirepoix,CAD,43.089986,1.872150
091940115C-24,24,Cours du Maréchal de Mirepoix,09500,Mirepoix,CAD,43.088223,1.871925
091940115C-248A,248A,Cours du Maréchal de Mirepoix,09500,Mirepoix,CAD,43.087660,1.871703
091940115C-250,250,Cours du Maréchal de Mirepoix,09500,Mirepoix,CAD,43.088415,1.871925
091940115C-26,26,Cours du Maréchal de Mirepoix,09500,Mirepoix,CAD,43.087970,1.871925
091940115C-2A,2A,Cours du Maréchal de Mirepoix,09500,Mirepoix,CAD,43.090029,1.871669
091940115C-2B,2B,Cours du Maréchal de Mirepoix,09500,Mirepoix,CAD,43.090144,1.871951
091940115C-4,4,Cours du Maréchal de Mirepoix,09500,Mirepoix,CAD,43.089512,1.871936
091940115C-6,6,Cours du Maréchal de Mirepoix,09500,Mirepoix,CAD,43.089411,1.871934
091940115C-8,8,Cours du Maréchal de Mirepoix,09500,Mirepoix,CAD,43.089340,1.871932
091940115C-9,9,Cours du Maréchal de Mirepoix,09500,Mirepoix,CAD,43.088226,1.872423
091940120H-1013A,1013A,Avenue Maréchal Foch,09500,Mirepoix,CAD,43.086503,1.874885
091940120H-1019,1019,Avenue Maréchal Foch,09500,Mirepoix,CAD,43.086850,1.874975
091940120H-1045A,1045A,Avenue Maréchal Foch,09500,Mirepoix,CAD,43.085639,1.874857
091940120H-11,11,Avenue Maréchal Foch,09500,Mirepoix,CAD,43.086683,1.874967
091940120H-1,1,Avenue Maréchal Foch,09500,Mirepoix,CAD,43.087070,1.875136
091940120H-17,17,Avenue Maréchal Foch,09500,Mirepoix,CAD,43.086127,1.874979
091940120H-19,19,Avenue Maréchal Foch,09500,Mirepoix,CAD,43.085951,1.874975
091940120H-21,21,Avenue Maréchal Foch,09500,Mirepoix,CAD,43.085606,1.874966
091940120H-2,2,Avenue Maréchal Foch,09500,Mirepoix,CAD,43.086599,1.874795
091940120H-23,23,Avenue Maréchal Foch,09500,Mirepoix,CAD,43.085319,1.874959
091940120H-25,25,Avenue Maréchal Foch,09500,Mirepoix,CAD,43.085197,1.874956
091940120H-2B,2BIS,Avenue Maréchal Foch,09500,Mirepoix,CAD,43.087001,1.874621
091940120H-4,4,Avenue Maréchal Foch,09500,Mirepoix,CAD,43.086286,1.874879
091940120H-6,6,Avenue Maréchal Foch,09500,Mirepoix,CAD,43.086177,1.874876
091940120H-6B,6BIS,Avenue Maréchal Foch,09500,Mirepoix,CAD,43.086020,1.874871
091940120H-7,7,Avenue Maréchal Foch,09500,Mirepoix,CAD,43.086811,1.874973
091940120H-8,8,Avenue Maréchal Foch,09500,Mirepoix,CAD,43.085882,1.874866
091940120H-9,9,Avenue Maréchal Foch,09500,Mirepoix,CAD,43.086761,1.874971
091940125N-10,10,Rue Maréchal Joffre,09500,Mirepoix,CAD,43.090103,1.874600
091940125N-11,11,Rue Maréchal Joffre,09500,Mirepoix,CAD,43.090058,1.875077
091940125N-1,1,Rue Maréchal Joffre,09500,Mirepoix,CAD,43.090054,1.875821
091940125N-12,12,Rue Maréchal Joffre,09500,Mirepoix,CAD,43.090103,1.874467
091940125N-13,13,Rue Maréchal Joffre,09500,Mirepoix,CAD,43.090055,1.874630
091940125N-14,14,Rue Maréchal Joffre,09500,Mirepoix,CAD,43.090103,1.874347
091940125N-15,15,Rue Maréchal Joffre,09500,Mirepoix,CAD,43.090065,1.873380
091940125N-15B,15BIS,Rue Maréchal Joffre,09500,Mirepoix,CAD,43.090067,1.873315
091940125N-15T,15TER,Rue Maréchal Joffre,09500,Mirepoix,CAD,43.090068,1.873248
091940125N-16,16,Rue Maréchal Joffre,09500,Mirepoix,CAD,43.090103,1.874254
091940125N-17,17,Rue Maréchal Joffre,09500,Mirepoix,CAD,43.090071,1.873117
091940125N-17B,17BIS,Rue Maréchal Joffre,09500,Mirepoix,CAD,43.090073,1.873052
091940125N-18,18,Rue Maréchal Joffre,09500,Mirepoix,CAD,43.090103,1.874127
091940125N-19,19,Rue Maréchal Joffre,09500,Mirepoix,CAD,43.090074,1.872975
091940125N-20,20,Rue Maréchal Joffre,09500,Mirepoix,CAD,43.090103,1.874022
091940125N-22,22,Rue Maréchal Joffre,09500,Mirepoix,CAD,43.090105,1.873756
091940125N-2,2,Rue Maréchal Joffre,09500,Mirepoix,CAD,43.090112,1.875797
091940125N-24,24,Rue Maréchal Joffre,09500,Mirepoix,CAD,43.090114,1.872726
091940125N-26,26,Rue Maréchal Joffre,09500,Mirepoix,CAD,43.090115,1.872547
091940125N-28,28,Rue Maréchal Joffre,09500,Mirepoix,CAD,43.090116,1.872444
091940125N-30,30,Rue Maréchal Joffre,09500,Mirepoix,CAD,43.090116,1.872337
091940125N-3,3,Rue Maréchal Joffre,09500,Mirepoix,CAD,43.090054,1.875752
091940125N-4,4,Rue Maréchal Joffre,09500,Mirepoix,CAD,43.090105,1.875547
091940125N-5,5,Rue Maréchal Joffre,09500,Mirepoix,CAD,43.090055,1.875696
091940125N-5B,5BIS,Rue Maréchal Joffre,09500,Mirepoix,CAD,43.090055,1.875633
091940125N-6,6,Rue Maréchal Joffre,09500,Mirepoix,CAD,43.090101,1.874780
091940125N-7,7,Rue Maréchal Joffre,09500,Mirepoix,CAD,43.090055,1.875562
091940125N-8,8,Rue Maréchal Joffre,09500,Mirepoix,CAD,43.090102,1.874711
091940125N-9,9,Rue Maréchal Joffre,09500,Mirepoix,CAD,43.090057,1.875301
091940126P-10,10,Place Maréchal Leclerc,09500,Mirepoix,CAD,43.088481,1.874336
091940126P-11,11,Place Maréchal Leclerc,09500,Mirepoix,CAD,43.088482,1.874284
091940126P-12,12,Place Maréchal Leclerc,09500,Mirepoix,CAD,43.088480,1.874236
091940126P-13,13,Place Maréchal Leclerc,09500,Mirepoix,CAD,43.088480,1.874198
091940126P-14,14,Place Maréchal Leclerc,09500,Mirepoix,CAD,43.088481,1.874079
091940126P-14A,14A,Place Maréchal Leclerc,09500,Mirepoix,CAD,43.088481,1.874143
091940126P-16,16,Place Maréchal Leclerc,09500,Mirepoix,CAD,43.088483,1.873985
091940126P-17,17,Place Maréchal Leclerc,09500,Mirepoix,CAD,43.088484,1.873928
091940126P-17A,17A,Place Maréchal Leclerc,09500,Mirepoix,CAD,43.088485,1.873871
091940126P-19,19,Place Maréchal Leclerc,09500,Mirepoix,CAD,43.088488,1.873725
091940126P-20,20,Place Maréchal Leclerc,09500,Mirepoix,CAD,43.088492,1.873634
091940126P-21,21,Place Maréchal Leclerc,09500,Mirepoix,CAD,43.088492,1.873579
091940126P-22,22,Place Maréchal Leclerc,09500,Mirepoix,CAD,43.088471,1.873561
091940126P-2,2,Place Maréchal Leclerc,09500,Mirepoix,CAD,43.088478,1.874799
091940126P-23,23,Place Maréchal Leclerc,09500,Mirepoix,CAD,43.088433,1.873564
091940126P-24,24,Place Maréchal Leclerc,09500,Mirepoix,CAD,43.088378,1.873559
091940126P-25,25,Place Maréchal Leclerc,09500,Mirepoix,CAD,43.088327,1.873561
091940126P-26,26,Place Maréchal Leclerc,09500,Mirepoix,CAD,43.088279,1.873559
091940126P-27,27,Place Maréchal Leclerc,09500,Mirepoix,CAD,43.088215,1.873557
091940126P-28,28,Place Maréchal Leclerc,09500,Mirepoix,CAD,43.088151,1.873558
091940126P-29,29,Place Maréchal Leclerc,09500,Mirepoix,CAD,43.088094,1.873559
091940126P-30,30,Place Maréchal Leclerc,09500,Mirepoix,CAD,43.088057,1.873554
091940126P-31,31,Place Maréchal Leclerc,09500,Mirepoix,CAD,43.088249,1.873747
091940126P-32,32,Place Maréchal Leclerc,09500,Mirepoix,CAD,43.088032,1.873859
091940126P-33,33,Place Maréchal Leclerc,09500,Mirepoix,CAD,43.088254,1.873953
091940126P-3,3,Place Maréchal Leclerc,09500,Mirepoix,CAD,43.088479,1.874748
091940126P-34,34,Place Maréchal Leclerc,09500,Mirepoix,CAD,43.088119,1.874006
091940126P-35,35,Place Maréchal Leclerc,09500,Mirepoix,CAD,43.088079,1.874478
091940126P-36,36,Place Maréchal Leclerc,09500,Mirepoix,CAD,43.088136,1.874482
091940126P-37,37,Place Maréchal Leclerc,09500,Mirepoix,CAD,43.088243,1.874586
091940126P-38,38,Place Maréchal Leclerc,09500,Mirepoix,CAD,43.088246,1.874663
091940126P-39,39,Place Maréchal Leclerc,09500,Mirepoix,CAD,43.088239,1.874739
091940126P-40,40,Place Maréchal Leclerc,09500,Mirepoix,CAD,43.088156,1.874856
091940126P-41,41,Place Maréchal Leclerc,09500,Mirepoix,CAD,43.088053,1.874838
091940126P-41A,41A,Place Maréchal Leclerc,09500,Mirepoix,CAD,43.088120,1.874844
091940126P-41B,41B,Place Maréchal Leclerc,09500,Mirepoix,CAD,43.088241,1.874825
091940126P-42,42,Place Maréchal Leclerc,09500,Mirepoix,CAD,43.088057,1.874897
091940126P-43,43,Place Maréchal Leclerc,09500,Mirepoix,CAD,43.088107,1.874901
091940126P-44,44,Place Maréchal Leclerc,09500,Mirepoix,CAD,43.088146,1.874904
091940126P-4,4,Place Maréchal Leclerc,09500,Mirepoix,CAD,43.088479,1.874694
091940126P-45,45,Place Maréchal Leclerc,09500,Mirepoix,CAD,43.088194,1.874906
091940126P-46,46,Place Maréchal Leclerc,09500,Mirepoix,CAD,43.088238,1.874905
091940126P-47,47,Place Maréchal Leclerc,09500,Mirepoix,CAD,43.088272,1.874907
091940126P-48,48,Place Maréchal Leclerc,09500,Mirepoix,CAD,43.088324,1.874910
091940126P-49,49,Place Maréchal Leclerc,09500,Mirepoix,CAD,43.088384,1.874911
091940126P-50,50,Place Maréchal Leclerc,09500,Mirepoix,CAD,43.088430,1.874914
091940126P-51,51,Place Maréchal Leclerc,09500,Mirepoix,CAD,43.088470,1.874910
091940126P-522,522,Place Maréchal Leclerc,09500,Mirepoix,CAD,43.088030,1.874220
091940126P-5,5,Place Maréchal Leclerc,09500,Mirepoix,CAD,43.088480,1.874643
091940126P-6,6,Place Maréchal Leclerc,09500,Mirepoix,CAD,43.088482,1.874572
091940126P-7,7,Place Maréchal Leclerc,09500,Mirepoix,CAD,43.088481,1.874498
091940126P-8,8,Place Maréchal Leclerc,09500,Mirepoix,CAD,43.088481,1.874434
091940126P-9,9,Place Maréchal Leclerc,09500,Mirepoix,CAD,43.088483,1.874384
091940128S-1,1,Rue Marie de Calages,09500,Mirepoix,CAD,43.085351,1.889982
091940128S-12,12,Rue Marie de Calages,09500,Mirepoix,CAD,43.085043,1.891191
091940128S-13,13,Rue Marie de Calages,09500,Mirepoix,CAD,43.082542,1.889489
091940128S-70,70,Rue Marie de Calages,09500,Mirepoix,CAD,43.084658,1.889958
091940128S-70A,70A,Rue Marie de Calages,09500,Mirepoix,CAD,43.084791,1.889962
091940128S-7,7,Rue Marie de Calages,09500,Mirepoix,CAD,43.083157,1.889113
091940129T-3,3,Rue du Mayrial,09500,Mirepoix,CAD,43.088827,1.882290
091940129T-4,4,Rue du Mayrial,09500,Mirepoix,CAD,43.088984,1.881854
091940130U-1086D,1086D,Chemin de la Mestrise,09500,Mirepoix,C+O,43.087783,1.866040
091940130U-11,11,Chemin de la Mestrise,09500,Mirepoix,C+O,43.087493,1.870508
091940130U-1,1,Chemin de la Mestrise,09500,Mirepoix,C+O,43.087916,1.871309
091940130U-13,13,Chemin de la Mestrise,09500,Mirepoix,C+O,43.087487,1.870348
091940130U-15,15,Chemin de la Mestrise,09500,Mirepoix,C+O,43.087493,1.870082
091940130U-1565,1565,Chemin de la Mestrise,09500,Mirepoix,C+O,43.087520,1.866337
091940130U-1584,1584,Chemin de la Mestrise,09500,Mirepoix,C+O,43.087655,1.863276
091940130U-15B,15BIS,Chemin de la Mestrise,09500,Mirepoix,C+O,43.087585,1.866563
091940130U-19,19,Chemin de la Mestrise,09500,Mirepoix,C+O,43.087499,1.868695
091940130U-1A,1A,Chemin de la Mestrise,09500,Mirepoix,C+O,43.087491,1.871754
091940130U-20,20,Chemin de la Mestrise,09500,Mirepoix,C+O,43.087770,1.869081
091940130U-21,21,Chemin de la Mestrise,09500,Mirepoix,C+O,43.087504,1.868552
091940130U-22,22,Chemin de la Mestrise,09500,Mirepoix,C+O,43.087528,1.868926
091940130U-2,2,Chemin de la Mestrise,09500,Mirepoix,C+O,43.087532,1.871337
091940130U-24,24,Chemin de la Mestrise,09500,Mirepoix,C+O,43.087781,1.868582
091940130U-26,26,Chemin de la Mestrise,09500,Mirepoix,C+O,43.087782,1.868500
091940130U-28,28,Chemin de la Mestrise,09500,Mirepoix,C+O,43.087770,1.868240
091940130U-28A,28A,Chemin de la Mestrise,09500,Mirepoix,C+O,43.087824,1.868012
091940130U-31,31,Chemin de la Mestrise,09500,Mirepoix,C+O,43.087511,1.865239
091940130U-32,32,Chemin de la Mestrise,09500,Mirepoix,C+O,43.087552,1.867866
091940130U-3,3,Chemin de la Mestrise,09500,Mirepoix,C+O,43.087480,1.871275
091940130U-34,34,Chemin de la Mestrise,09500,Mirepoix,C+O,43.087900,1.867566
091940130U-36,36,Chemin de la Mestrise,09500,Mirepoix,C+O,43.087796,1.867155
091940130U-38,38,Chemin de la Mestrise,09500,Mirepoix,C+O,43.087765,1.866939
091940130U-3B,3BIS,Chemin de la Mestrise,09500,Mirepoix,C+O,43.087482,1.871133
091940130U-41,41,Chemin de la Mestrise,09500,Mirepoix,C+O,43.087548,1.863735
091940130U-41B,41BIS,Chemin de la Mestrise,09500,Mirepoix,C+O,43.087596,1.863506
091940130U-45,45,Chemin de la Mestrise,09500,Mirepoix,C+O,43.087751,1.862759
091940130U-5,5,Chemin de la Mestrise,09500,Mirepoix,C+O,43.087485,1.870980
091940130U-9,9,Chemin de la Mestrise,09500,Mirepoix,C+O,43.087457,1.870644
091940135Z-1,1,Rue de la Mestrise,09500,Mirepoix,CAD,43.087916,1.871309
091940135Z-12,12,Rue de la Mestrise,09500,Mirepoix,CAD,43.088034,1.871049
091940135Z-16,16,Rue de la Mestrise,09500,Mirepoix,CAD,43.088031,1.870666
091940135Z-2,2,Rue de la Mestrise,09500,Mirepoix,CAD,43.088038,1.871823
091940135Z-244,244,Rue de la Mestrise,09500,Mirepoix,CAD,43.088036,1.871269
091940135Z-29,29,Rue de la Mestrise,09500,Mirepoix,CAD,43.087304,1.865566
091940135Z-3,3,Rue de la Mestrise,09500,Mirepoix,CAD,43.087620,1.871157
091940135Z-4,4,Rue de la Mestrise,09500,Mirepoix,CAD,43.088037,1.871628
091940135Z-5,5,Rue de la Mestrise,09500,Mirepoix,CAD,43.087999,1.871084
091940135Z-6,6,Rue de la Mestrise,09500,Mirepoix,CAD,43.088037,1.871522
091940135Z-8,8,Rue de la Mestrise,09500,Mirepoix,CAD,43.088036,1.871408
091940136A-10,10,Rue 19 Mars 1962,09500,Mirepoix,CAD,43.085950,1.869739
091940136A-11,11,Rue 19 Mars 1962,09500,Mirepoix,CAD,43.085917,1.869488
091940136A-12,12,Rue 19 Mars 1962,09500,Mirepoix,CAD,43.086027,1.869384
091940136A-1639,1639,Rue 19 Mars 1962,09500,Mirepoix,CAD,43.085827,1.871302
091940136A-1714,1714,Rue 19 Mars 1962,09500,Mirepoix,CAD,43.086019,1.869243
091940136A-4,4,Rue 19 Mars 1962,09500,Mirepoix,CAD,43.086457,1.871467
091940136A-5,5,Rue 19 Mars 1962,09500,Mirepoix,CAD,43.086345,1.871527
091940136A-6,6,Rue 19 Mars 1962,09500,Mirepoix,CAD,43.085962,1.871096
091940136A-8,8,Rue 19 Mars 1962,09500,Mirepoix,CAD,43.086070,1.870502
091940136A-9,9,Rue 19 Mars 1962,09500,Mirepoix,CAD,43.085793,1.870923
091940140E-10,10,Rue Monseigneur de Cambon,09500,Mirepoix,C+O,43.088553,1.873126
091940140E-11,11,Rue Monseigneur de Cambon,09500,Mirepoix,C+O,43.088502,1.873011
091940140E-1,1,Rue Monseigneur de Cambon,09500,Mirepoix,C+O,43.088499,1.873373
091940140E-12,12,Rue Monseigneur de Cambon,09500,Mirepoix,C+O,43.088554,1.873056
091940140E-13,13,Rue Monseigneur de Cambon,09500,Mirepoix,C+O,43.088501,1.872909
091940140E-14,14,Rue Monseigneur de Cambon,09500,Mirepoix,C+O,43.088554,1.872920
091940140E-15,15,Rue Monseigneur de Cambon,09500,Mirepoix,C+O,43.088502,1.872815
091940140E-16,16,Rue Monseigneur de Cambon,09500,Mirepoix,C+O,43.088555,1.872815
091940140E-17,17,Rue Monseigneur de Cambon,09500,Mirepoix,C+O,43.088502,1.872726
091940140E-18,18,Rue Monseigneur de Cambon,09500,Mirepoix,C+O,43.088555,1.872764
091940140E-19,19,Rue Monseigneur de Cambon,09500,Mirepoix,C+O,43.088504,1.872652
091940140E-20,20,Rue Monseigneur de Cambon,09500,Mirepoix,C+O,43.088556,1.872698
091940140E-21,21,Rue Monseigneur de Cambon,09500,Mirepoix,C+O,43.088504,1.872587
091940140E-22,22,Rue Monseigneur de Cambon,09500,Mirepoix,C+O,43.088695,1.872439
091940140E-23,23,Rue Monseigneur de Cambon,09500,Mirepoix,C+O,43.088505,1.872536
091940140E-25,25,Rue Monseigneur de Cambon,09500,Mirepoix,C+O,43.088506,1.872485
091940140E-27,27,Rue Monseigneur de Cambon,09500,Mirepoix,C+O,43.088506,1.872439
091940140E-29,29,Rue Monseigneur de Cambon,09500,Mirepoix,C+O,43.088507,1.872383
091940140E-31,31,Rue Monseigneur de Cambon,09500,Mirepoix,C+O,43.088511,1.872226
091940140E-3,3,Rue Monseigneur de Cambon,09500,Mirepoix,C+O,43.088500,1.873303
091940140E-4,4,Rue Monseigneur de Cambon,09500,Mirepoix,C+O,43.088611,1.873382
091940140E-5,5,Rue Monseigneur de Cambon,09500,Mirepoix,C+O,43.088501,1.873235
091940140E-6,6,Rue Monseigneur de Cambon,09500,Mirepoix,C+O,43.088552,1.873283
091940140E-7,7,Rue Monseigneur de Cambon,09500,Mirepoix,C+O,43.088502,1.873132
091940140E-8,8,Rue Monseigneur de Cambon,09500,Mirepoix,C+O,43.088552,1.873196
091940140E-9,9,Rue Monseigneur de Cambon,09500,Mirepoix,C+O,43.088502,1.873071
091940145K-183A,183A,Chemin de l'Olivette,09500,Mirepoix,CAD,43.089573,1.869340
091940145K-2,2,Chemin de l'Olivette,09500,Mirepoix,CAD,43.089596,1.871809
091940145K-24,24,Chemin de l'Olivette,09500,Mirepoix,CAD,43.089610,1.869883
091940145K-28,28,Chemin de l'Olivette,09500,Mirepoix,CAD,43.090037,1.868558
091940145K-4,4,Chemin de l'Olivette,09500,Mirepoix,CAD,43.089596,1.871648
091940146L-10,10,Rue de l'Olivette,09500,Mirepoix,CAD,43.089602,1.870543
091940146L-11,11,Rue de l'Olivette,09500,Mirepoix,CAD,43.089241,1.868378
091940146L-12,12,Rue de l'Olivette,09500,Mirepoix,CAD,43.089784,1.870657
091940146L-13,13,Rue de l'Olivette,09500,Mirepoix,CAD,43.089242,1.868390
091940146L-14,14,Rue de l'Olivette,09500,Mirepoix,CAD,43.089864,1.870670
091940146L-15,15,Rue de l'Olivette,09500,Mirepoix,CAD,43.089419,1.867000
091940146L-16,16,Rue de l'Olivette,09500,Mirepoix,CAD,43.089948,1.870684
091940146L-17,17,Rue de l'Olivette,09500,Mirepoix,CAD,43.089392,1.866763
091940146L-18,18,Rue de l'Olivette,09500,Mirepoix,CAD,43.090044,1.870700
091940146L-19,19,Rue de l'Olivette,09500,Mirepoix,CAD,43.089358,1.866588
091940146L-1B,1BIS,Rue de l'Olivette,09500,Mirepoix,CAD,43.089561,1.871398
091940146L-20,20,Rue de l'Olivette,09500,Mirepoix,CAD,43.089628,1.870194
091940146L-21,21,Rue de l'Olivette,09500,Mirepoix,CAD,43.089306,1.866389
091940146L-22,22,Rue de l'Olivette,09500,Mirepoix,CAD,43.090004,1.870210
091940146L-23,23,Rue de l'Olivette,09500,Mirepoix,CAD,43.089252,1.866178
091940146L-24,24,Rue de l'Olivette,09500,Mirepoix,CAD,43.089610,1.869883
091940146L-26,26,Rue de l'Olivette,09500,Mirepoix,CAD,43.089624,1.870036
091940146L-28,28,Rue de l'Olivette,09500,Mirepoix,CAD,43.090407,1.869560
091940146L-30,30,Rue de l'Olivette,09500,Mirepoix,CAD,43.089609,1.869378
091940146L-32,32,Rue de l'Olivette,09500,Mirepoix,CAD,43.089622,1.869028
091940146L-3,3,Rue de l'Olivette,09500,Mirepoix,CAD,43.089563,1.871153
091940146L-34,34,Rue de l'Olivette,09500,Mirepoix,CAD,43.089590,1.868753
091940146L-36,36,Rue de l'Olivette,09500,Mirepoix,CAD,43.089522,1.868400
091940146L-38,38,Rue de l'Olivette,09500,Mirepoix,CAD,43.089756,1.868559
091940146L-40,40,Rue de l'Olivette,09500,Mirepoix,CAD,43.089455,1.867074
091940146L-42,42,Rue de l'Olivette,09500,Mirepoix,CAD,43.089401,1.866591
091940146L-44,44,Rue de l'Olivette,09500,Mirepoix,CAD,43.089316,1.866260
091940146L-45,45,Rue de l'Olivette,09500,Mirepoix,CAD,43.089211,1.866018
091940146L-46,46,Rue de l'Olivette,09500,Mirepoix,CAD,43.089888,1.864942
091940146L-47,47,Rue de l'Olivette,09500,Mirepoix,CAD,43.089175,1.865874
091940146L-48,48,Rue de l'Olivette,09500,Mirepoix,CAD,43.089375,1.864989
091940146L-49,49,Rue de l'Olivette,09500,Mirepoix,CAD,43.089130,1.865698
091940146L-51,51,Rue de l'Olivette,09500,Mirepoix,CAD,43.089089,1.865534
091940146L-53,53,Rue de l'Olivette,09500,Mirepoix,CAD,43.088765,1.864590
091940146L-5,5,Rue de l'Olivette,09500,Mirepoix,CAD,43.089565,1.870926
091940146L-5B,5BIS,Rue de l'Olivette,09500,Mirepoix,CAD,43.089567,1.870693
091940146L-6,6,Rue de l'Olivette,09500,Mirepoix,CAD,43.089612,1.871314
091940146L-7,7,Rue de l'Olivette,09500,Mirepoix,CAD,43.089572,1.870043
091940146L-8,8,Rue de l'Olivette,09500,Mirepoix,CAD,43.089614,1.871032
091940146L-8B,8BIS,Rue de l'Olivette,09500,Mirepoix,CAD,43.089598,1.870815
091940146L-9,9,Rue de l'Olivette,09500,Mirepoix,CAD,43.089574,1.869845
091940146L-9B,9BIS,Rue de l'Olivette,09500,Mirepoix,CAD,43.089310,1.868946
091940147M-1009,1009,Rue du 11 Novembre,09500,Mirepoix,C+O,43.086465,1.873749
091940147M-10,10,Rue du 11 Novembre,09500,Mirepoix,C+O,43.086452,1.875150
091940147M-11,11,Rue du 11 Novembre,09500,Mirepoix,C+O,43.086419,1.873679
091940147M-1,1,Rue du 11 Novembre,09500,Mirepoix,C+O,43.086269,1.875235
091940147M-12,12,Rue du 11 Novembre,09500,Mirepoix,C+O,43.086453,1.875063
091940147M-13,13,Rue du 11 Novembre,09500,Mirepoix,C+O,43.086423,1.873384
091940147M-14,14,Rue du 11 Novembre,09500,Mirepoix,C+O,43.086455,1.874983
091940147M-15,15,Rue du 11 Novembre,09500,Mirepoix,C+O,43.086258,1.873081
091940147M-15A,15A,Rue du 11 Novembre,09500,Mirepoix,C+O,43.086322,1.873079
091940147M-16,16,Rue du 11 Novembre,09500,Mirepoix,C+O,43.086461,1.874495
091940147M-18,18,Rue du 11 Novembre,09500,Mirepoix,C+O,43.086462,1.874366
091940147M-18B,18BIS,Rue du 11 Novembre,09500,Mirepoix,C+O,43.086462,1.874263
091940147M-19,19,Rue du 11 Novembre,09500,Mirepoix,C+O,43.086432,1.872607
091940147M-2,2,Rue du 11 Novembre,09500,Mirepoix,C+O,43.086432,1.875929
091940147M-3,3,Rue du 11 Novembre,09500,Mirepoix,C+O,43.086394,1.875339
091940147M-3Q,3QUATER,Rue du 11 Novembre,09500,Mirepoix,C+O,43.086406,1.874631
091940147M-4,4,Rue du 11 Novembre,09500,Mirepoix,C+O,43.086434,1.875861
091940147M-5,5,Rue du 11 Novembre,09500,Mirepoix,C+O,43.086412,1.874290
091940147M-5B,5BIS,Rue du 11 Novembre,09500,Mirepoix,C+O,43.086410,1.874380
091940147M-6,6,Rue du 11 Novembre,09500,Mirepoix,C+O,43.086437,1.875779
091940147M-6B,6BIS,Rue du 11 Novembre,09500,Mirepoix,C+O,43.086443,1.875549
091940147M-7,7,Rue du 11 Novembre,09500,Mirepoix,C+O,43.086417,1.873967
091940147M-8,8,Rue du 11 Novembre,09500,Mirepoix,C+O,43.086445,1.875498
091940147M-8B,8BIS,Rue du 11 Novembre,09500,Mirepoix,C+O,43.086446,1.875448
091940147M-9,9,Rue du 11 Novembre,09500,Mirepoix,C+O,43.086418,1.873853
091940148N-2,2,Allée de Palafrugell,09500,Mirepoix,CAD,43.084808,1.875088
091940148N-2B,2BIS,Allée de Palafrugell,09500,Mirepoix,CAD,43.084859,1.875308
091940148N-4,4,Allée de Palafrugell,09500,Mirepoix,CAD,43.084725,1.875741
091940150R-11,11,Rue Pasteur,09500,Mirepoix,CAD,43.087425,1.876552
091940150R-1,1,Rue Pasteur,09500,Mirepoix,CAD,43.087414,1.877097
091940150R-13,13,Rue Pasteur,09500,Mirepoix,CAD,43.087426,1.876474
091940150R-13B,13BIS,Rue Pasteur,09500,Mirepoix,CAD,43.087427,1.876412
091940150R-13T,13TER,Rue Pasteur,09500,Mirepoix,CAD,43.087428,1.876372
091940150R-15,15,Rue Pasteur,09500,Mirepoix,CAD,43.087429,1.876332
091940150R-3,3,Rue Pasteur,09500,Mirepoix,CAD,43.087416,1.877006
091940150R-4,4,Rue Pasteur,09500,Mirepoix,CAD,43.087470,1.876879
